shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"St. Gallen, Stiftsbibliothek, Cod. Sang. 218",Parchment · 196 pp. · 19.4-19.5 x 26.3-26.6 cm · Cloister of St. Gall (?) ·  end of the 9th century,"Incomplete copy of the widely distributed Book of Pastoral Care Regula pastoralis by Pope Gregory the Great (590–604), written by several hands in Carolingian minuscule toward the end of the 9th century, probably in the Monastery of St. Gall. Various pages were already missing around 1553/64. The manuscript contains numerous Old High German glosses and several Latin glosses, which were added in St. Gall. At the very front, on a page with pen trials, a skillful hand from the late 10th century wrote the hymn Felix mater Constantia in honor of Pelagius, patron saint of the city of Constance.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0218,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0218/csg-0218_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0218/csg-0218_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0218/csg-0218_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 219",Parchment · 234 pp. · 22 x 15.8 cm · St. Gall · around 850,"Copy of Pope Gregory the Great's Regula pastoralis, carefully written by a practiced hand at the monastery ofSt. Gall around the middle of the 9th century. The manuscript contains a great number of glosses in Latin and Old High German made by quill and stylus.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0219,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0219/csg-0219_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0219/csg-0219_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0219/csg-0219_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 220",Parchment · 360 pp. · 14.2-14.3 x 19.8 cm · 10th century,"Copy of Pope Gregory the Great's Regula pastoralis, written by a variety of hands in the 10th century at an unknown scriptorium, probably not in St. Gall. In the first half of the 20th century, several 5th century fragments were removed from the binding of this manuscript.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0220,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0220/csg-0220_005.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0220/csg-0220_005.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0220/csg-0220_005.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 221",Parchment · 397 pp. · 20.5 x 12.5 cm · Müstair? Burgundy? Switzerland? · 750/800,"Manuscript compilation from the second half of the 8th century, written and decorated with several extraordinary initials, possibly at a “Swiss center under Burgundian or Irish influence” (Bruckner) or instead “in western Alemannia or in eastern Burgundy” (Bischoff), perhaps also in Müstair. The manuscript contains large parts of - but not in full - Pope Gregory the Great's († 604) homilies on the Gospels (Homiliae in evangelia), as well as excerpts from authentic and inauthentic works by Augustine († 430) and Caesarius of Arles († 542).               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0221,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0221/csg-0221_006.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0221/csg-0221_006.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0221/csg-0221_006.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 222",Parchment · 148 pp. · 17-18 x 13-13.5 cm · probably Eastern France · second third of the 9th century,"De ecclesiasticis officiis by Isidore of Seville (p. 2-134), at the end of the volume a Benedictio Crucis (p. 135), a commentary on the baptismal rite Primitus paganus (p. 137-139), then Capitula e canonibus excerpta (p. 139–142), and finally a rhythmic prayer to St. Gall (p. 146/147), added in the 13th century at the Monastery of St. Gall. A simple manuscript for regular use in a handy size, in St. Gall at least since the High Middle Ages.               (dor)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0222,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0222/csg-0222_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0222/csg-0222_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0222/csg-0222_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 223",Parchment · 138 pp. · 19.5 x 14 cm · St. Gall · 12th century,"Produced in the 12th century in St. Gall, this manuscript contains some liturgical and religious texts, a list of abbots of St. Gall, the Synonyma by Isidore of Seville (ca. 556-636) and three penitential works, namely the Exhortatio poenitendi, Lamentum poenitentiae and Oratio pro correptione uitae, nowadays considered as spurious works of Sisbert, bishop of Toledo at the end of 7th c.               (can)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0223,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0223/csg-0223_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0223/csg-0223_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0223/csg-0223_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 224",Parchment · 222 pp. · 16-16.5 x 23 cm · St. Gall (?) · first third of the 9th century,"This is a copy, probably produced in St. Gall in the first third of the 9th century, of writings by Isidore of Seville (Book 2 of the Liber differentiarum) and by the Church Father Augustine (Enchiridion ad Laurentium de fide spe et caritate; parts of some chapters are missing). The manuscript remains in its original binding.               (sno)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0224,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0224/csg-0224_001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0224/csg-0224_001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0224/csg-0224_001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 225",Parchment · 241 ff. · 25 x 15.3-16 cm · St. Gall · between 760 and 797,"Manuscript compilation from the monastery of St. Gall, written out in early Alemanian Minuscule script between 760 and 797 with a wide variety of different texts about synonymy (Isidore of Seville, Differentiae), Exegetics (Eucherius of Lyon, Formulae spiritalis intelligentiae), computation, healing arts, hagiography (for example the oldest version of the life stories of the patron saints of Zürich, Felix and Regula), etc.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0225,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0225/csg-0225_006.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0225/csg-0225_006.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0225/csg-0225_006.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 226",Papyrus · 44 pp. · 18 x 14 cm · southern France · after 650,"The sole papyrus manuscript held by the Abbey Library of St. Gall. The 23 pages, written after 650 in southern France, contain the closing of the second chapter of the Synonyma of Isidore of Seville as well as two exhortations aimed at monks. After being preserved over a very long period in a wooden case, these 23 pages were mounted between two glass plates in the Egyptian Museum of Berlin in 1899/1900.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0226,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0226/csg-0226_0001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0226/csg-0226_0001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0226/csg-0226_0001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 227",Parchment · 276 pp. · 24 x 14-14.5 cm · Northern Italy (Monza o Verona?) · 8th-9th century,"This manuscript contains a collection of Patristic texts with selections from works by Isidore of Seville (d. 636; Sententiae and De officiis), Gregory the Great (d. 604; Homiliae in evangelia) and Augustine (Sermones, most of them not actually written by Augustine, but ascribed to him), a list of regions and cities where remains of the apostles may be found, and selections from an anonymous commentary on the four gospels (only the commentaries on the gospels of Matthew and John are included), produced in about 800 or shortly before, not in the Abbey of St. Gall, but in northern Italy, probably in Monza or Verona.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0227,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0227/csg-0227_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0227/csg-0227_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0227/csg-0227_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 228",Parchment · 262 pp. · 24 x 14.5 cm · St. Gall · last quarter of the 8th century,"From the time of Abbot Werdo (784-812): the ""sententiae"" of Isidore of Seville.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0228,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0228/csg-0228_001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0228/csg-0228_001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0228/csg-0228_001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 229",Parchment · 441 pp. · 26 x 16.5 cm · St. Gall (?) · 8th - 9th century,"This copy of the Sententiae by the church father Isidore of Seville is important to textual history; it was produced in about 800, probably in the Abbey of St. Gall, and expanded in the course of the 9th century. The Sententiae are regarded as one of the most important works by Isidore of Seville.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0229,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0229/csg-0229_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0229/csg-0229_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0229/csg-0229_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 230",Parchment · 571 pp. · 27 x 16-16.5 cm · St. Denis near Paris (monastery) (?) · around 800,"A manuscript compilation produced outside of St. Gall in about 800, written and illuminated unusually colorfully with numerous small initials, possibly at the Cloister of St. Denis near Paris. It consists of a large number of texts and excerpts, especially from the works of Isidore of Seville (Liber Sententiarum, Liber Differentiarum, Etymologiae), but also including texts by Augustine, Caesarius of Arles, Defensor (Liber scintillarum), Jerome, Gregory the Great, Eucherius (Formulae spiritalis intelligentiae) and many other authors. Near the end is an incomplete copy of the life story of St. Dionysius.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0230,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0230/csg-0230_001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0230/csg-0230_001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0230/csg-0230_001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 231",Parchment · 378 pp. · 27 x 21.5 cm · St. Gall · around 880-890,"A careful copy of books I to X of the Etymologiae of Isidore of Seville († 636), written shortly before the year 900 in the monastery of St. Gall. This manuscript forms a unity with Cod. Sang. 232.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0231,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0231/csg-0231_341.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0231/csg-0231_341.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0231/csg-0231_341.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 232",Parchment · 331 pp. · 27 x 21.5 cm · St. Gall · around 880-890,"A careful copy of books XI to XX of the Etymologiae of Isidore of Seville († 636) written shortly before the year 900 in the monastery of St. Gall. On a flyleaf from the early 12th century: ""St. Galler Glauben und Beichte I"" with a short confession, a plea for indulgence, an indulgence formula for the use of a priest and the Creed in Old High German.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0232,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0232/csg-0232_005.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0232/csg-0232_005.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0232/csg-0232_005.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 233",Parchment · 220 pp. · 25.5-25.9 x 17.6-18 cm · St. Gall · beginning of the 9th century,"A copy of books VI through VIII and XII through XV of the Etymologies of Isidore of Seville (d. 636), copied from a northern Italian model at the Abbey of St. Gall in or shortly after 800.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0233,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0233/csg-0233_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0233/csg-0233_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0233/csg-0233_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 235",Parchment · 299 pp. · 27.8 x 17.2-17.4 cm · St. Gall · ca. 800,"A copy of books XII through XX of the Etymologies of Isidore of Seville, produced in about 800 at the Abbey of St. Gall.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0235,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0235/csg-0235_004.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0235/csg-0235_004.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0235/csg-0235_004.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 236",Parchment · 281 pp. · 28.5-29 x 22 cm · St. Gall · second half of the 9th century,"St. Gall copy of books XI through XX of the Etymologiae of Isidore of Seville from the second half of the 9th century. Contains (on page 89) a famous and beautifully drawn early medieval world map (terrae orbis, T-O, or Noachid map) that serves as an illustration for the description of the continents .               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0236,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0236/csg-0236_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0236/csg-0236_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0236/csg-0236_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 237",Parchment · 328 pp. · 29.5 x 20.5-21.5 cm · after 800,"A copy of the Etymologies of Isidore of Seville from the time after 800. Most probably not written in the monastery of St. Gall. In the front, on a page with pen trials, a faded and much studied early medieval map of the world. The encyclopedia written by Isidore of Seville in the early 7th century is one of the most read and most quoted books of the Middle Ages.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0237,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0237/csg-0237_010.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0237/csg-0237_010.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0237/csg-0237_010.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 238",Parchment · 494 pp. · 29.5 x 21.5 cm · St. Gall · 760-780,Manuscript collection by Winithar with illustrations (the oldest from St. Gall) of Isidore of Seville's De natura rerum.               (smu),https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0238,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0238/csg-0238_325.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0238/csg-0238_325.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0238/csg-0238_325.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 239",Parchment · 258 pp. · 29.8-30 x 20.2-20.4 cm · St. Gall · 9th century,"A copy of the Commentaries of Isidore of Seville on various books of the Old Testament (Quaestiones in Vetus Testamentum), produced during the second half of the 9th century in the Abbey of St. Gall.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0239,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0239/csg-0239_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0239/csg-0239_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0239/csg-0239_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 240",Parchment · 308 pp. · 30.7-31 x 20.5-20.8 cm · St. Gall · 9th century,"A copy of a collection of texts by Isidore of Seville (d. 636), including De natura rerum, produced in the women's cloister of Chelles on the Marne east of Paris in, or shortly after 800. The copy of the work De natura rerum in this manuscript includes a very simple world map (Mappa mundi) as well as a so-called “Knopfkarte” (a chart composed of multiple connected circles).               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0240,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0240/csg-0240_130.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0240/csg-0240_130.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0240/csg-0240_130.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 241",Parchment · 180 pp. · 27.2-27.5 x 19.2 cm · St. Gall · beginning of the 9th century,"A patristic manuscript of unknown provenance from the first half of the 9th century. It contains the Liber Testimoniorum by Paterius, letters exchanged between Jerome and Damasus, selections from the homilies of Augustine on the Gospel of John, the Athanasian Creed with exegesis, and an exegesis of the Our Father.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0241,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0241/csg-0241_051.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0241/csg-0241_051.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0241/csg-0241_051.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 242",Parchment · 272 pp. · 24.5-25 x 18.5-19 cm · St. Gall · 8th-11th centuries,"School manuscript from the monastery of St. Gall. A collection of works: diverse (often glossed) early medieval educational texts from the 8th to the 11th century (Aldhelm of Malmesbury, Aenigmata, Sedulius, Carmen paschale) and – preserved only here – the Stephanus hymn by Notker Balbulus and a musical treatise in Old High German by Notker the German.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0242,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0242/csg-0242_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0242/csg-0242_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0242/csg-0242_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 243",Parchment · 254 pp. · 28.5 x 21 cm · St. Gall · first half of the 9th century,"Allemanian copy of the Collectio Canonum Hibernesis from the first half of the 9th century. The work includes Irish canonical law texts, which have been brought together in this collection of canon laws with others from African, Gallic, and Greek synodical and conciliar records as well as with papal decrees from the period around 700. At the end is a scribal dictum by Eadberct.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0243,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0243/csg-0243_014.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0243/csg-0243_014.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0243/csg-0243_014.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 244",Parchment · 518 pp. · 30.4 x 21.9 cm · St. Gall · beginning of the 11th century,"This is a careful copy, significant in terms of textual history, of books I to V of the Expositio in Apocalypsin by Ambrosius Autpertus († 784), presbyter and abbot, originally from southern Gaul, but active in the southern Italian monastery of San Vincenzo al Volturno. The copy, transcribed from a lost 9th century Reichenau manuscript, was made at the monastery of St. Gall.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0244,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0244/csg-0244_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0244/csg-0244_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0244/csg-0244_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 245",Parchment · 518 pp. · 27.5 x 20.5 cm · St. Gall · beginning of the 11th century,"This is a copy, significant in terms of textual history, of books VI to X of the Expositio in Apocalypsin by Ambrosius Autpertus († 784), presbyter and abbot, originally from southern Gaul, but active in the southern Italian monastery of San Vincenzo al Volturno. The copy, transcribed by a variety of hands from a lost 9th century Reichenau manuscript, was made at the monastery of St. Gall. It contains multiple glosses by the hand of the monk Ekkehard IV.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0245,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0245/csg-0245_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0245/csg-0245_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0245/csg-0245_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 246",Parchment · 228 pp. · 29 x 19.5 cm · St. Gall · 12th century,"Commentary on the liturgy of the Mass and of the church year by Rupert of Deutz (Rupertus Tuitiensis, around 1070-1129). This copy is written by a single hand in a neat 12th century script; the binding is from the middle of the 15th century with a bookmark made of string attached to the headband. On p. 226 and on the cover, the text by Rupert of Deutz is falsely attributed to the Venerable Bede.               (dor)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0246,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0246/csg-0246_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0246/csg-0246_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0246/csg-0246_003.jp2/full/pct:25/0/default/jpg
